gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,service_date,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator
9,9,,"Local Bus","Other Bus",Bus,2017-01-02,OFF_PEAK,"Headway / Schedule Adherence",281.000000000,401.000000000,
10,10,,"Local Bus","Other Bus",Bus,2017-01-02,OFF_PEAK,"Headway / Schedule Adherence",240.000000000,328.000000000,
11,11,,"Local Bus","Other Bus",Bus,2017-01-02,OFF_PEAK,"Headway / Schedule Adherence",313.000000000,425.000000000,
15,15,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2017-01-02,OFF_PEAK,"Headway / Schedule Adherence",578.000000000,732.000000000,
16,16,,"Local Bus","Other Bus",Bus,2017-01-02,OFF_PEAK,"Headway / Schedule Adherence",178.000000000,298.000000000,
17,17,,"Local Bus","Other Bus",Bus,2017-01-02,OFF_PEAK,"Headway / Schedule Adherence",81.000000000,129.000000000,
21,21,,"Local Bus","Other Bus",Bus,2017-01-02,OFF_PEAK,"Headway / Schedule Adherence",127.000000000,154.000000000,
22,22,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2017-01-02,OFF_PEAK,"Headway / Schedule Adherence",766.000000000,1000.000000000,
23,23,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2017-01-02,OFF_PEAK,"Headway / Schedule Adherence",887.000000000,1072.000000000,
24,24,,"Local Bus","Other Bus",Bus,2017-01-02,OFF_PEAK,"Headway / Schedule Adherence",108.000000000,172.000000000,
26,26,,"Local Bus","Other Bus",Bus,2017-01-02,OFF_PEAK,"Headway / Schedule Adherence",79.000000000,91.000000000,
28,28,,"Key Bus Route (Frequent Service)","Key Bus",Bus,2017-01-02,OFF_PEAK,"Headway / Schedule Adherence",1016.000000000,1337.000000000,
